collection	gene_set	description	discovery_common_direction	discovery_common_p	discovery_common_fdr	heldout_common_direction	heldout_common_p	heldout_common_fdr	n_state_direction_match	opposite_supported_state	replicated	fgsea_nes	fgsea_p_value	fgsea_fdr	leading_edge	leading_edge_size	community_id	community_label
GO:BP 2026.1.Hs	GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION	Any process that modulates the frequency, rate or extent of stem cell proliferation. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells. [GOC:mtg_kidney_jan10]	Up	0.634505507816879	0.952394064903962	Up	0.65408160354585	0.921719041143461	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE	The process in which a lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded. [GOC:ascb_2009, GOC:BHF, GOC:dph, GOC:mah, GOC:tb]	Up	0.293874487872271	0.833508259184271	Up	0.6916569973175	0.927235768925434	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_PLASMA_MEMBRANE_ORGANIZATION	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the plasma membrane. [GOC:dph, GOC:jl, GOC:mah]	Down	0.0362623034870725	0.490613633223421	Down	0.000429568734506962	0.0392781898774337	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_PLASMA_MEMBRANE_PHOSPHOLIPID_SCRAMBLING	The movement of a population of phospholipid molecules from one leaflet of the plasma membrane bilayer to the opposite leaflet, resulting in loss of lipid asymmetry and surface exposure of phosphatidylserine (PS) and phosphatidylethanolamine (PE). [GOC:cjm, PMID:20043909, PMID:20302864]	Down	0.323764979415612	0.845372881929618	Down	0.00279919192308409	0.122394102461598	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_PLASMA_MEMBRANE_REPAIR	The resealing of a cell plasma membrane after cellular wounding due to, for instance, mechanical stress. [GOC:add, PMID:12925704]	Down	0.00303242167325715	0.147030334185288	Down	0.000948638763733875	0.0718979937443883	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_PLASMA_MEMBRANE_TO_ENDOSOME_TRANSPORT	Transport of a vesicle from the plasma membrane to the endosome. [GOC:jid]	Up	0.955462954601158	0.992294482117269	Down	0.43306373673537	0.824801007132811	2	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_PLASMA_MEMBRANE_TUBULATION	A membrane tubulation process occurring in a plasma membrane. [GOC:BHF, GOC:pr, PMID:15252009, PMID:20730103]	Up	0.877546501200885	0.988694792773085	Down	0.278849812066961	0.744025685158433	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_PLASMINOGEN_ACTIVATION	The process in which inactive plasminogen is processed to active plasmin. This process includes cleavage at an internal Arg-Val site to form an N-terminal A-chain and C-terminal B-chain held together by a disulfide bond, and can include further proteolytic cleavage events to remove the preactivation peptide. [PMID:9548733]	Down	0.0427575446175519	0.52287410041002	NA	NA	NA	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_PLATELET_ACTIVATION	A series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. These events include shape change, adhesiveness, aggregation, and release reactions. When carried through to completion, these events lead to the formation of a stable hemostatic plug. [PMID:27403440]	Down	0.242754076956827	0.804800078495996	Down	0.437086337365049	0.824801007132811	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_PLATELET_AGGREGATION	The adhesion of one platelet to one or more other platelets via adhesion molecules. [GOC:BHF, GOC:vk]	Down	0.0351552584203737	0.485874394119983	Down	0.141093180760175	0.613594332043591	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_PLATELET_DENSE_GRANULE_ORGANIZATION	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a platelet dense granule. A platelet dense granule is an electron-dense granule occurring in blood platelets that stores and secretes adenosine nucleotides and serotonin. They contain a highly condensed core consisting of serotonin, histamine, calcium, magnesium, ATP, ADP, pyrophosphate and membrane lysosomal proteins. [GOC:dph, PMID:11487378]	Down	0.943585692372353	0.989736671195387	Down	0.915629155098963	0.979014244247874	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	The series of molecular signals initiated by a ligand binding to a platelet-derived growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. [GOC:ceb]	Up	0.245375176633917	0.804999443412512	Up	0.428183315366236	0.824801007132811	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_PLATELET_MORPHOGENESIS	Generation and organization of a platelet, a non-nucleated disk-shaped cell formed by extrusion from megakaryocytes, found in the blood of all mammals, and mainly involved in blood coagulation. [CL:0000233, GOC:BHF, GOC:vk]	Up	0.337851621951938	0.861232683106333	Up	0.45646637588244	0.83892073920745	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_PODOSOME_ASSEMBLY	The aggregation, arrangement and bonding together of a set of components to form a podosome, an actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell. [GOC:mah, GOC:sl]	Up	0.776724787106713	0.973275747232424	NA	NA	NA	1	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION	The process in which a relatively unspecialized cell acquires specialized features of a polarized epithelial cell. The polarized epithelial cell can be any of the cells within an epithelium where the epithelial sheet is oriented with respect to the planar axis. [GOC:mah]	Down	0.97570169241645	0.995273803674143	Down	0.40824839043716	0.815745864153712	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POLY_A_PLUS_MRNA_EXPORT_FROM_NUCLEUS	The directed movement of poly(A)+ mRNA out of the nucleus into the cytoplasm. [GOC:ai]	Down	0.614491578904381	0.943770392413196	Up	0.818976758458172	0.953744250858213	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POLYAMINE_BIOSYNTHETIC_PROCESS	The chemical reactions and pathways resulting in the formation of polyamines, any organic compound containing two or more amino groups. [ISBN:0198506732]	Down	0.399677710405426	0.899129393549212	NA	NA	NA	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POLYAMINE_METABOLIC_PROCESS	The chemical reactions and pathways involving polyamines, any organic compound containing two or more amino groups. [ISBN:0198506732]	Down	0.456621938428794	0.904728143904254	Down	0.686704013354929	0.927235768925434	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POLYOL_BIOSYNTHETIC_PROCESS	The chemical reactions and pathways resulting in the formation of a polyol, any alcohol containing three or more hydroxyl groups attached to saturated carbon atoms. [GOC:curators]	Down	0.0446261744123644	0.525456692690149	Down	0.0220799165357064	0.318400212344546	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POLYOL_METABOLIC_PROCESS	The chemical reactions and pathways involving a polyol, any alcohol containing three or more hydroxyl groups attached to saturated carbon atoms. [PMID:30240188]	Down	0.452384072795009	0.904728143904254	Down	0.225782696300186	0.690236908628731	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	The chemical reactions and pathways resulting in the formation of a polysaccharide, a polymer of many (typically more than 10) monosaccharide residues linked glycosidically. [GOC:go_curators]	Down	0.459872101670741	0.904728143904254	Down	0.31881418099633	0.761958045453353	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS	The chemical reactions and pathways resulting in the breakdown of a polysaccharide, a polymer of many (typically more than 10) monosaccharide residues linked glycosidically. [PMID:33139480]	Down	0.0848654556980892	0.63346117456468	Down	0.226488501099276	0.690236908628731	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POLYSACCHARIDE_METABOLIC_PROCESS	The chemical reactions and pathways involving a polysaccharide, a polymer of many (typically more than 10) monosaccharide residues linked glycosidically. [ISBN:0198547684]	Down	0.176098686333286	0.759261596654313	Down	0.154681561687842	0.628738384877299	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_PORE_COMPLEX_ASSEMBLY	The aggregation, arrangement and bonding together of a set of components to form a pore complex. A pore complex is a small opening in a membrane that allows the passage of liquids and/or gases. [GOC:jl, GOC:mah]	Down	0.364845782843529	0.885750187425974	Down	0.326784863534092	0.765630388395115	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	The chemical reactions and pathways involving any member of a large group of derivatives or analogs of porphyrin. Porphyrins consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group. [GOC:jl, ISBN:0198506732, Wikipedia:Porphyrin#Natural_formation]	Down	0.049349984896026	0.547737726273031	Down	0.0429237563966306	0.418624241495524	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_CHEMOTAXIS	The directed movement of a motile cell or organism towards a higher concentration of a chemical. [GOC:ai, GOC:bf, GOC:isa_complete]	Down	0.574355991690651	0.940457420055596	Down	0.556679539619002	0.88019208498279	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	Any process that activates or increases the frequency, rate or extent to which it enters into the host organism, where the two organisms are in a symbiotic interaction. [GOC:pamgo_curators]	Down	0.382506355686948	0.895663070428244	Down	0.431244093873492	0.824801007132811	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	Any process that activates or increases the frequency, rate or extent of the assembly of actin filament bundles. [GOC:mah]	Down	0.591919716720253	0.940457420055596	Down	0.12374179802602	0.598330148021959	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	Any process that activates or increases the frequency, rate or extent of actin polymerization. [GOC:mah]	Down	0.84201130061721	0.985624956512578	Down	0.483330112513594	0.847061030286391	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_ACTIN_NUCLEATION	Any process that activates or increases the frequency, rate or extent of actin nucleation, the initial step in the formation of an actin filament in which actin monomers combine to form a new filament. [GOC:ai]	Up	0.868653774613323	0.988694792773085	Up	0.817995296079278	0.953744250858213	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	Any process that activates or increases the frequency, rate, or extent of an adaptive immune response. [GOC:add]	Up	0.188212863101508	0.769176271164121	Up	0.661475056060716	0.923527037294811	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	Any process that activates or increases the frequency, rate or extent of alpha-beta T cell activation. [GOC:ai]	Up	0.0396659381627472	0.505378796080842	Up	0.0236911444338965	0.331057105632045	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	Any process that activates or increases the frequency, rate or extent of alpha-beta T cell differentiation. [GOC:ai]	Up	0.0765272779409598	0.60544451194547	Up	0.0364410372038647	0.401041986366211	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_AMIDE_METABOLIC_PROCESS	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving amides. [GOC:mah]	Up	0.936829876861046	0.989736671195387	Down	0.750479666652775	0.93883085043161	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_FORMATION	Any process that activates or increases the frequency, rate or extent of amyloid-beta formation. [GOC:dph, GOC:TermGenie, PMID:17098871]	Down	0.743792597424099	0.969325415789916	Down	0.80790104527207	0.953354997385098	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	Any process that activates or increases the frequency, rate or extent of amyloid precursor protein catabolic process. [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:24499793]	Down	0.543438928651462	0.93312655975956	Down	0.678816555482397	0.926796461800223	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	Any process that activates or increases the frequency, rate or extent of apoptotic signaling pathway. [GOC:mtg_apoptosis]	Down	0.427268771873084	0.899129393549212	Down	0.759680333375589	0.943044540183054	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	Any process that activates or increases the rate of an ATP-dependent activity. [GOC:mah]	Down	0.000645617126079334	0.0541013328500293	Down	0.00587346987362983	0.178893816057566	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY	Any process that activates or increases the frequency, rate or extent of autophagic vacuole assembly. [GOC:autophagy, GOC:BHF]	Down	0.857584948889287	0.988694792773085	Down	0.724977548777543	0.934207745046143	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY	Any process that activates, maintains or increases the rate of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm. [GOC:dph, GOC:tb]	Up	0.249330806668607	0.804999443412512	Down	0.952014058828814	0.984265735447791	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	Any process that activates or increases the frequency, rate or extent of mitochondrion degradation by autophagy. [GO_REF:0000058, GOC:autophagy, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:21753002]	Down	0.0805229483097	0.618504695331767	Down	0.129466251448142	0.604949746924163	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION	Any process that activates or increases the frequency, rate or extent of axon extension. [GOC:go_curators]	Up	0.0492744888047282	0.547737726273031	Up	0.761012001031798	0.943044540183054	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS	Any process that activates or increases the frequency, rate or extent of axonogenesis. [GOC:ai]	Up	0.012612391603792	0.344153552283651	Up	0.395416182117365	0.81228179372927	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION	Any process that activates or increases the frequency, rate or extent of B cell activation. [GOC:ai]	Up	0.0129563625707746	0.344804852071147	Up	0.049690756494846	0.429248334062305	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_B_CELL_DIFFERENTIATION	Any process that activates or increases the frequency, rate or extent of B cell differentiation. [GOC:go_curators]	Up	0.0982368490079503	0.662055675457055	NA	NA	NA	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	Any process that activates or increases the frequency, rate, or extent of B cell mediated immunity. [GOC:add]	Up	0.0284444136238551	0.46351368630432	Up	0.157287769091838	0.630858155804697	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	Any process that activates or increases the rate or extent of B cell proliferation. [GOC:mah]	Up	0.207523088370394	0.769176271164121	Up	0.991521160113652	0.9954507326843	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_BINDING	Any process that activates or increases the rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule. [GOC:ai]	Up	0.914696417589983	0.989736671195387	Down	0.429815086486208	0.824801007132811	2	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III	Any process that modulates the frequency, rate or extent of transcription mediated by RNA ploymerase III. [GOC:go_curators]	Up	0.0650171292470999	0.584986593303159	Up	0.0014221109192445	0.0813098155406633	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION	Any process that activates or increases the frequency, rate or extent of blood circulation. [GO_REF:0000058, GOC:mr, GOC:TermGenie, PMID:10659969]	Down	0.322554455551164	0.843554772382503	Down	0.399255980145091	0.814275793916358	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE	Any process in which the force of blood traveling through the circulatory system is increased. [GOC:go_curators, GOC:mtg_cardio]	Down	0.125728240207987	0.71601514937371	Down	0.252265119247277	0.722435873134337	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	Any process that activates or increases the frequency, rate or extent of the migration of the endothelial cells of blood vessels. [GOC:go_curators]	Down	0.329855290778911	0.853276659463643	Down	0.0843128977922329	0.519463809670594	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	Any process that activates or increases the frequency, rate or extent of BMP signaling pathway activity. [GOC:go_curators]	Up	0.115190360757968	0.693326809320802	NA	NA	NA	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION	Any process that activates or increases the frequency, rate or extent of bone mineralization. [GOC:go_curators]	Up	0.713425127129799	0.966901077791984	Down	0.452384802233255	0.837442626304774	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	Any process that increases the rate, frequency, or extent of brown fat cell differentiation. Brown fat cell differentiation is the process in which a relatively unspecialized cell acquires specialized features of a brown adipocyte, an animal connective tissue cell involved in adaptive thermogenesis. Brown adipocytes contain multiple small droplets of triglycerides and a high number of mitochondria. [GOC:BHF]	Down	0.489513133553341	0.917771401307579	Down	0.438636637014597	0.824801007132811	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	Any process that activates or increases the frequency, rate or extent of calcineurin-mediated signaling. [PMID:25081204]	Down	0.161852440786767	0.746788901775935	Down	0.072850829994828	0.502083544779019	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	Any process that activates or increases the frequency, rate or extent of calcium ion transmembrane transport. [GO_REF:0000058, GOC:TermGenie, PMID:22910094]	Down	0.58886790148484	0.940457420055596	Down	0.32294698165498	0.764045071985504	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	Any process that activates or increases the frequency, rate or extent of the directed movement of calcium ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]	Up	0.781905232804795	0.975913896217926	Down	0.562687336513317	0.880200185015654	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	Any process that activates or increases the frequency, rate or extent of calcium-mediated signaling. [GOC:ai]	Down	0.234995123775593	0.800619318637148	Down	0.371067791101945	0.798161607648321	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	Any process that activates or increases the frequency, rate or extent of a canonical NF-kappaB signaling cascade. [GOC:jl]	Up	0.863410602514548	0.988694792773085	Down	0.704133901714898	0.93094214429568	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	Any process that increases the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes. [GOC:tb]	Up	0.703550139703279	0.964845259098708	Down	0.870668173834045	0.965795635985416	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving carbohydrate. [GOC:go_curators]	Down	0.849152452976017	0.988694792773085	Down	0.45174853478196	0.837442626304774	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	Any process that activates or increases the frequency, rate or extent of cardiac muscle cell proliferation. [GOC:dph, GOC:rph]	Up	0.815622033630532	0.982183858579725	NA	NA	NA	2	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	Any process that increases the rate, frequency, or extent of cartilage development, the process whose specific outcome is the progression of the cartilage over time, from its formation to the mature structure. Cartilage is a connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate. [GOC:dph]	Up	0.252308337719082	0.804999443412512	NA	NA	NA	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances. [GOC:go_curators]	Up	0.357455745383056	0.878168900163439	Up	0.759066451773487	0.942758218875684	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	Any process that activates or increases the activity of an enzyme. [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]	Up	0.679546906008333	0.961152486444512	Down	0.911649532808678	0.977835867950601	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	Any process that activates or increases the frequency, rate or extent of CD4-positive, alpha-beta T cell activation. [GOC:obol]	Up	0.0389695959682803	0.500157571784068	Up	0.0436431409624051	0.418624241495524	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	Any process that activates or increases the frequency, rate or extent of CD4-positive, alpha-beta T cell differentiation. [GOC:add, GOC:pr, ISBN:0781735149]	Up	0.235311253158076	0.800619318637148	NA	NA	NA	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	Any process that activates or increases the frequency, rate or extent of activation. [GOC:ai]	Up	0.0959671171699011	0.656904325568872	Up	0.10299559873062	0.557902289375273	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION	Any process that activates or increases the frequency, rate or extent of cell adhesion. [GOC:go_curators]	Up	0.260670804034887	0.812619314284367	Up	0.277685510636935	0.744025685158433	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	Any process that activates or increases the rate or extent of cell adhesion to another cell. [GOC:isa_complete]	Up	0.213092102800362	0.774296158742474	Up	0.0765009934610912	0.507753325923141	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE	Any process that activates or increases the rate or extent of progression through the cell cycle. [GOC:go_curators]	Up	0.144477246601295	0.735233335109507	Up	0.182983062397193	0.65149630434571	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT	Any process that activates or increases the frequency, rate or extent of cell cycle checkpoint. [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:23028116]	Down	0.442927221949281	0.904728143904254	Down	0.969524601932493	0.98976318624086	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	Any signaling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle. [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]	Up	0.232339486613844	0.797538985023531	Up	0.106393339084464	0.568419495206997	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_REGULATION_OF_VESICLE_SIZE	Any process that modulates the size of a vesicle. [GOC:pm, PMID:20007772]	Down	0.277977894294064	0.823415969345341	Down	0.0164712237268146	0.275358403098647	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
